UP_id	tax_group
UniRef50_A0A2Z7DFG6	Eukaryota
UniRef50_A0A310T4D6	Eukaryota
UniRef50_A0A314ZV66	Archaea
UniRef50_A0A315B2W1	Bacteria
UniRef50_A0A315BCG1	Bacteria
UniRef50_A0A315BIU5	Bacteria
UniRef50_A0A315CH36	Bacteria
UniRef50_A0A315D8Q7	Bacteria
UniRef50_A0A315DD78	Bacteria
UniRef50_A0A315DRL8	Bacteria
UniRef50_A0A315DWX4	Bacteria
UniRef50_A0A315E5G4	Bacteria
UniRef50_A0A315R191	Bacteria
UniRef50_A0A315VWA5	Eukaryota
UniRef50_A0A315WIT7	Eukaryota
UniRef50_A0A315X1V4	Bacteria
UniRef50_A0A315Y0G2	Bacteria
UniRef50_A0A315Y2A8	Bacteria
UniRef50_A0A315Z5Q6	Bacteria
UniRef50_A0A315ZGR6	Bacteria
UniRef50_A0A316BZY4	Bacteria
UniRef50_A0A316C527	Bacteria
UniRef50_A0A316D563	Bacteria
UniRef50_A0A316DQQ4	Bacteria
UniRef50_A0A316EVS2	Bacteria
UniRef50_A0A316F2L5	Bacteria
UniRef50_A0A316FZT1	Bacteria
UniRef50_A0A316G6I7	Bacteria
UniRef50_A0A316H9V0	Bacteria
UniRef50_A0A316HJX8	Bacteria
UniRef50_A0A316HNY0	Bacteria
UniRef50_A0A316I9U1	Bacteria
UniRef50_A0A316JE50	Bacteria
UniRef50_A0A316K015	Bacteria
UniRef50_A0A316KF55	Bacteria
UniRef50_A0A316KIR0	Bacteria
UniRef50_A0A316L892	Bacteria
UniRef50_A0A316LAS4	Bacteria
UniRef50_A0A316MDR0	Bacteria
UniRef50_A0A316NZJ1	Bacteria
UniRef50_A0A316P9Y2	Bacteria
UniRef50_A0A316PC96	Bacteria
UniRef50_A0A316PCW7	Bacteria
UniRef50_A0A316PE45	Bacteria
UniRef50_A0A316PKQ3	Bacteria
UniRef50_A0A316QIB6	Bacteria
UniRef50_A0A316QKB7	Bacteria
UniRef50_A0A316RGG8	Bacteria
UniRef50_A0A316RHR2	Bacteria
UniRef50_A0A316RQS8	Bacteria
UniRef50_A0A316S1M1	Bacteria
UniRef50_A0A316S7E4	Bacteria
UniRef50_A0A316SBX8	Bacteria
UniRef50_A0A316SDI9	Bacteria
UniRef50_A0A316TPL1	Bacteria
UniRef50_A0A316TQZ4	Bacteria
UniRef50_A0A316XWN3	Bacteria
UniRef50_A0A316YKX7	Eukaryota
UniRef50_A0A316ZD29	Eukaryota
UniRef50_A0A317B3I5	Eukaryota
UniRef50_A0A317E1A5	Bacteria
UniRef50_A0A317E5D4	Bacteria
UniRef50_A0A317E7T3	Bacteria
UniRef50_A0A317E8V7	Bacteria
UniRef50_A0A317EA37	Bacteria
UniRef50_A0A317EDZ0	Bacteria
UniRef50_A0A317FB75	Bacteria
UniRef50_A0A317GWT6	Bacteria
UniRef50_A0A317GWZ5	Bacteria
UniRef50_A0A317GZY2	Bacteria
UniRef50_A0A317H012	Bacteria
UniRef50_A0A317H0K1	Bacteria
UniRef50_A0A317H0R0	Bacteria
UniRef50_A0A317H2X3	Bacteria
UniRef50_A0A317H4V6	Bacteria
UniRef50_A0A317H604	Bacteria
UniRef50_A0A317H6R9	Bacteria
UniRef50_A0A317H9B0	Bacteria
UniRef50_A0A317HC44	Bacteria
UniRef50_A0A317HDI6	Bacteria
UniRef50_A0A317HE29	Bacteria
UniRef50_A0A317HH26	Bacteria
UniRef50_A0A317HJA3	Bacteria
UniRef50_A0A317IKT1	Bacteria
UniRef50_A0A317IMQ3	Bacteria
UniRef50_A0A317IS92	Bacteria
UniRef50_A0A317JP14	Bacteria
UniRef50_A0A317LFU4	Bacteria
UniRef50_A0A317LLP6	Bacteria
UniRef50_A0A317M2S1	Bacteria
UniRef50_A0A317MPY8	Bacteria
UniRef50_A0A317N1L4	Bacteria
UniRef50_A0A317N5I5	Bacteria
UniRef50_A0A317PJK9	Bacteria
UniRef50_A0A317T9K1	Bacteria
UniRef50_A0A317TA69	Bacteria
UniRef50_A0A317TBG1	Bacteria
UniRef50_A0A317X9M1	Eukaryota
UniRef50_A0A317YN61	Bacteria
UniRef50_A0A317YPA2	Bacteria
UniRef50_A0A317Z5D3	Bacteria
UniRef50_A0A318DE12	Bacteria
UniRef50_A0A318DG58	Bacteria
UniRef50_A0A318E9Y2	Bacteria
UniRef50_A0A318EI13	Bacteria
UniRef50_A0A318ELR0	Bacteria
UniRef50_A0A318IEH4	Bacteria
UniRef50_A0A318IQ82	Bacteria
UniRef50_A0A318J0M4	Bacteria
UniRef50_A0A318QHX1	Bacteria
UniRef50_A0A318R627	Bacteria
UniRef50_A0A318RLG0	Bacteria
UniRef50_A0A318T470	Bacteria
UniRef50_A0A318TEY2	Bacteria
UniRef50_A0A318TMD3	Bacteria
UniRef50_A0A318WLX7	Bacteria
UniRef50_A0A318WNT4	Bacteria
UniRef50_A0A318XJG1	Bacteria
UniRef50_A0A321LP16	Bacteria
UniRef50_A0A321LPC0	Bacteria
UniRef50_A0A323TN43	Bacteria
UniRef50_A0A323TQV4	Bacteria
UniRef50_A0A323TZ71	Bacteria
UniRef50_A0A323U6C9	Bacteria
UniRef50_A0A323U6X5	Bacteria
UniRef50_A0A323U9G5	Bacteria
UniRef50_A0A323UNR8	Bacteria
UniRef50_A0A323URY9	Bacteria
UniRef50_A0A323UUM4	Bacteria
UniRef50_A0A323V1D6	Bacteria
UniRef50_A0A326KJ05	Bacteria
UniRef50_A0A326UAT0	Bacteria
UniRef50_A0A327HIE9	Archaea
UniRef50_A0A327HU46	Archaea
UniRef50_A0A327J634	Bacteria
UniRef50_A0A327JID8	Bacteria
UniRef50_A0A327JRW1	Bacteria
UniRef50_A0A327K0Y3	Bacteria
UniRef50_A0A327KL03	Bacteria
UniRef50_A0A327KSX7	Bacteria
UniRef50_A0A327KT49	Bacteria
UniRef50_A0A327KU64	Bacteria
UniRef50_A0A327L7G5	Bacteria
UniRef50_A0A327LM09	Bacteria
UniRef50_A0A327NED2	Bacteria
UniRef50_A0A327NHP7	Bacteria
UniRef50_A0A327NRZ6	Bacteria
UniRef50_A0A327QFJ8	Bacteria
UniRef50_A0A327SID9	Bacteria
UniRef50_A0A327U533	Bacteria
UniRef50_A0A327U5G3	Bacteria
UniRef50_A0A327WLD9	Bacteria
UniRef50_A0A327WUV5	Bacteria
UniRef50_A0A327XQA5	Bacteria
UniRef50_A0A327Y4E0	Bacteria
UniRef50_A0A327Y8C1	Bacteria
UniRef50_A0A327Z516	Bacteria
UniRef50_A0A328A9C3	Bacteria
UniRef50_A0A328A9J0	Bacteria
UniRef50_A0A328AAX9	Bacteria
UniRef50_A0A328AFP8	Bacteria
UniRef50_A0A328AVF5	Bacteria
UniRef50_A0A328BMZ4	Bacteria
UniRef50_A0A328CBZ5	Bacteria
UniRef50_A0A328EBN3	Bacteria
UniRef50_A0A328ES27	Bacteria
UniRef50_A0A328I5U1	Bacteria
UniRef50_A0A328QST1	Bacteria
UniRef50_A0A328QY13	Bacteria
UniRef50_A0A328RII6	Bacteria
UniRef50_A0A328RM15	Bacteria
UniRef50_A0A328SF18	Archaea
UniRef50_A0A328SPY8	Archaea
UniRef50_A0A328V4R6	Bacteria
UniRef50_A0A328YEN1	Bacteria
UniRef50_A0A328YQW1	Bacteria
UniRef50_A0A328YT69	Bacteria
UniRef50_A0A328ZIH3	Bacteria
UniRef50_A0A328ZRT4	Bacteria
UniRef50_A0A329LRM3	Bacteria
UniRef50_A0A329LTQ4	Bacteria
UniRef50_A0A329MD31	Bacteria
UniRef50_A0A329ME36	Bacteria
UniRef50_A0A329MPL6	Bacteria
UniRef50_A0A329P4B5	Bacteria
UniRef50_A0A329P4Y8	Bacteria
UniRef50_A0A329P664	Bacteria
UniRef50_A0A329RKK8	Eukaryota
UniRef50_A0A329YJE2	Bacteria
UniRef50_A0A329YZT6	Bacteria
UniRef50_A0A329ZLS7	Bacteria
UniRef50_A0A329ZT57	Bacteria
UniRef50_A0A330F8B1	Bacteria
UniRef50_A0A330GZV2	Bacteria
UniRef50_A0A330KZT0	Bacteria
UniRef50_A0A330LT14	Bacteria
UniRef50_A0A330MQ06	Bacteria
UniRef50_A0A334NSN5	Bacteria
UniRef50_A0A336JK21	Bacteria
