UP_id	tax_group
UniRef50_A0A1G3DD00	Bacteria
UniRef50_A0A1G3EI77	Bacteria
UniRef50_A0A1G3FY39	Bacteria
UniRef50_A0A1G3GEC0	Bacteria
UniRef50_A0A1G3GUM9	Bacteria
UniRef50_A0A1G3H2Q7	Bacteria
UniRef50_A0A1G3H821	Bacteria
UniRef50_A0A1G3HFM1	Bacteria
UniRef50_A0A1G3HJW1	Bacteria
UniRef50_A0A1G3HL98	Bacteria
UniRef50_A0A1G3HLV5	Bacteria
UniRef50_A0A1G3HNH0	Bacteria
UniRef50_A0A1G3I7M8	Bacteria
UniRef50_A0A1G3I848	Bacteria
UniRef50_A0A1G3I8H6	Bacteria
UniRef50_A0A1G3IAU3	Bacteria
UniRef50_A0A1G3IBC7	Bacteria
UniRef50_A0A1G3IBL8	Bacteria
UniRef50_A0A1G3ICF7	Bacteria
UniRef50_A0A1G3IGD3	Bacteria
UniRef50_A0A1G3IJS3	Bacteria
UniRef50_A0A1G3IP47	Bacteria
UniRef50_A0A1G3IQD9	Bacteria
UniRef50_A0A1G3J3I2	Bacteria
UniRef50_A0A1G3JAR1	Bacteria
UniRef50_A0A1G3JC51	Bacteria
UniRef50_A0A1G3JQM7	Bacteria
UniRef50_A0A1G3JRY9	Bacteria
UniRef50_A0A1G3JS92	Bacteria
UniRef50_A0A1G3JSA0	Bacteria
UniRef50_A0A1G3KJK8	Bacteria
UniRef50_A0A1G3KNM6	Bacteria
UniRef50_A0A1G3L2G4	Bacteria
UniRef50_A0A1G3L6K4	Bacteria
UniRef50_A0A1G3L969	Bacteria
UniRef50_A0A1G3LA59	Bacteria
UniRef50_A0A1G3LE20	Bacteria
UniRef50_A0A1G3LJL2	Bacteria
UniRef50_A0A1G3LKU5	Bacteria
UniRef50_A0A1G3LLC8	Bacteria
UniRef50_A0A1G3LLH7	Bacteria
UniRef50_A0A1G3LMY1	Bacteria
UniRef50_A0A1G3LN66	Bacteria
UniRef50_A0A1G3LPJ0	Bacteria
UniRef50_A0A1G3LPL4	Bacteria
