UP_id	tax_group
UniRef50_A0A7V5N2S5	Bacteria
UniRef50_A0A7V5NYR8	Bacteria
UniRef50_A0A7V5PYS7	Bacteria
UniRef50_A0A7V5Q9P3	Bacteria
UniRef50_A0A7V5Q9U0	Bacteria
UniRef50_A0A7V5R7H9	Bacteria
UniRef50_A0A7V5RHJ1	Bacteria
UniRef50_A0A7V5RYY4	Bacteria
UniRef50_A0A7V5S1P0	Bacteria
UniRef50_A0A7V5S2I9	Bacteria
UniRef50_A0A7V5SL56	Bacteria
UniRef50_A0A7V5STY1	Bacteria
UniRef50_A0A7V5U7A9	Bacteria
UniRef50_A0A7V5UJB7	Bacteria
UniRef50_A0A7V5UJM3	Bacteria
UniRef50_A0A7V5V2Y1	Bacteria
UniRef50_A0A7V5VBC5	Bacteria
UniRef50_A0A7V5WPW8	Bacteria
UniRef50_A0A7V5YGB9	Bacteria
UniRef50_A0A7V5ZDQ9	Bacteria
UniRef50_A0A7V6CMZ5	Bacteria
UniRef50_A0A7V6CR89	Bacteria
UniRef50_A0A7V6ED28	Bacteria
UniRef50_A0A7V6I589	Bacteria
UniRef50_A0A7V6J253	Bacteria
UniRef50_A0A7V6NHP2	Bacteria
UniRef50_A0A7V6NIV6	Bacteria
UniRef50_A0A7V6NK30	Bacteria
UniRef50_A0A7V6PCE9	Bacteria
UniRef50_A0A7V6PGQ4	Bacteria
UniRef50_A0A7V6Q5F7	Bacteria
UniRef50_A0A7V6Q5K1	Bacteria
UniRef50_A0A7V6SK17	Bacteria
UniRef50_A0A7V6V3S5	Bacteria
UniRef50_A0A7V6ZUA0	Bacteria
UniRef50_A0A7V7AS82	Bacteria
UniRef50_A0A7V7B1F8	Bacteria
UniRef50_A0A7V7BE14	Bacteria
UniRef50_A0A7V7CWL3	Bacteria
UniRef50_A0A7V7D4L6	Bacteria
UniRef50_A0A7V7D8N2	Bacteria
UniRef50_A0A7V7E3U0	Bacteria
UniRef50_A0A7V7MMT1	Bacteria
UniRef50_A0A7V7MZ89	Bacteria
UniRef50_A0A7V7T1U8	Bacteria
UniRef50_A0A7V7UHK0	Bacteria
UniRef50_A0A7V7VIY0	Bacteria
UniRef50_A0A7V7VJM7	Bacteria
UniRef50_A0A7V7VMW6	Bacteria
UniRef50_A0A7V7VNR8	Bacteria
UniRef50_A0A7V7VSE9	Bacteria
UniRef50_A0A7V7VSY7	Bacteria
UniRef50_A0A7V7WJI4	Bacteria
UniRef50_A0A7V7WLU0	Bacteria
UniRef50_A0A7V7WU84	Bacteria
UniRef50_A0A7V7X026	Bacteria
UniRef50_A0A7V7X177	Bacteria
UniRef50_A0A7V7ZAE5	Bacteria
UniRef50_A0A7V7ZIU2	Bacteria
UniRef50_A0A7V8AJQ2	Bacteria
UniRef50_A0A7V8AJV3	Bacteria
UniRef50_A0A7V8ALE6	Bacteria
UniRef50_A0A7V8AZ00	Bacteria
UniRef50_A0A7V8BF42	Bacteria
UniRef50_A0A7V8BFC8	Bacteria
UniRef50_A0A7V8DAT8	Bacteria
UniRef50_A0A7V8DFB9	Bacteria
UniRef50_A0A7V8DRZ2	Bacteria
UniRef50_A0A7V8DTG8	Bacteria
UniRef50_A0A7V8E2K2	Bacteria
UniRef50_A0A7V8E8S3	Bacteria
UniRef50_A0A7V8E8X6	Bacteria
UniRef50_A0A7V8F711	Bacteria
UniRef50_A0A7V8FCC7	Bacteria
UniRef50_A0A7V8FCL3	Bacteria
UniRef50_A0A7V8JDM2	Bacteria
UniRef50_A0A7V8JNF3	Bacteria
UniRef50_A0A7V8NVE7	Bacteria
UniRef50_A0A7V8PSC7	Bacteria
UniRef50_A0A7V8QHT7	Bacteria
UniRef50_A0A7V8QHX2	Bacteria
UniRef50_A0A7V8QNA9	Bacteria
UniRef50_A0A7V8QRD6	Bacteria
UniRef50_A0A7V8V8C8	Bacteria
UniRef50_A0A7V8VGC1	Bacteria
UniRef50_A0A7V8VMB4	Bacteria
UniRef50_A0A7V8VZW5	Bacteria
UniRef50_A0A7V8W0K5	Bacteria
UniRef50_A0A7V8WRW8	Bacteria
UniRef50_A0A7V8WVG4	Bacteria
UniRef50_A0A7V8WZY2	Bacteria
UniRef50_A0A7V8Y9U9	Bacteria
UniRef50_A0A7V8YFI9	Bacteria
UniRef50_A0A7V8YG32	Bacteria
UniRef50_A0A7V8YGI3	Bacteria
UniRef50_A0A7V8ZJ41	Bacteria
UniRef50_A0A7V8ZM03	Bacteria
UniRef50_A0A7V8ZM48	Bacteria
UniRef50_A0A7V9AH73	Bacteria
