UP_id	tax_group
UniRef50_A0A3D3JFI5	Bacteria
UniRef50_A0A3D3KM34	Bacteria
UniRef50_A0A3D3KRG8	Bacteria
UniRef50_A0A3D3LAS3	Bacteria
UniRef50_A0A3D3LQR4	Bacteria
UniRef50_A0A3D3M7L8	Bacteria
UniRef50_A0A3D3NTL1	Bacteria
UniRef50_A0A3D3NVE0	Bacteria
UniRef50_A0A3D3P083	Bacteria
UniRef50_A0A3D3P172	Bacteria
UniRef50_A0A3D3P844	Bacteria
UniRef50_A0A3D3PDX6	Bacteria
UniRef50_A0A3D3PNI6	Bacteria
UniRef50_A0A3D3Q554	Bacteria
UniRef50_A0A3D3QJH5	Bacteria
UniRef50_A0A3D3QJJ7	Bacteria
UniRef50_A0A3D3QKR5	Bacteria
UniRef50_A0A3D3QTF5	Bacteria
UniRef50_A0A3D3QYS0	Bacteria
UniRef50_A0A3D3RDW4	Bacteria
UniRef50_A0A3D3S1Q5	Bacteria
UniRef50_A0A3D3S606	Bacteria
UniRef50_A0A3D3S8Y0	Bacteria
UniRef50_A0A3D3SHC8	Bacteria
UniRef50_A0A3D3T738	Bacteria
UniRef50_A0A3D3TDS0	Bacteria
UniRef50_A0A3D3UAZ9	Bacteria
UniRef50_A0A3D3UFZ9	Bacteria
UniRef50_A0A3D3UL44	Bacteria
UniRef50_A0A3D3V952	Bacteria
UniRef50_A0A3D3VN83	Bacteria
UniRef50_A0A3D3VNE8	Bacteria
UniRef50_A0A3D3VQG0	Bacteria
UniRef50_A0A3D3VSC1	Bacteria
UniRef50_A0A3D3VWV0	Bacteria
UniRef50_A0A3D3VWW3	Bacteria
UniRef50_A0A3D3VZM3	Bacteria
UniRef50_A0A3D3WES6	Bacteria
UniRef50_A0A3D3XEX7	Bacteria
UniRef50_A0A3D3XP00	Bacteria
UniRef50_A0A3D3XR21	Bacteria
UniRef50_A0A3D3Y0J8	Bacteria
UniRef50_A0A3D3Z582	Bacteria
UniRef50_A0A3D3ZGD7	Bacteria
UniRef50_A0A3D3ZXF6	Bacteria
UniRef50_A0A3D4A6W6	Bacteria
UniRef50_A0A3D4BM82	Bacteria
UniRef50_A0A3D4CBP5	Bacteria
UniRef50_A0A3D4CK00	Bacteria
UniRef50_A0A3D4CSJ5	Bacteria
UniRef50_A0A3D4CZ43	Bacteria
UniRef50_A0A3D4DG99	Bacteria
UniRef50_A0A3D4DQP7	Bacteria
UniRef50_A0A3D4F340	Bacteria
UniRef50_A0A3D4F7X4	Bacteria
UniRef50_A0A3D4FX39	Bacteria
UniRef50_A0A3D4G9I8	Bacteria
UniRef50_A0A3D4GWH0	Bacteria
UniRef50_A0A3D4H3K9	Bacteria
UniRef50_A0A3D4H8Y2	Bacteria
UniRef50_A0A3D4HCA1	Bacteria
UniRef50_A0A3D4HE63	Bacteria
UniRef50_A0A3D4HEV1	Bacteria
UniRef50_A0A3D4I121	Bacteria
UniRef50_A0A3D4IDV8	Bacteria
UniRef50_A0A3D4IV24	Bacteria
UniRef50_A0A3D4K922	Bacteria
UniRef50_A0A3D4KC08	Bacteria
UniRef50_A0A3D4KCM4	Bacteria
UniRef50_A0A3D4KGC8	Bacteria
UniRef50_A0A3D4KYY8	Bacteria
UniRef50_A0A3D4L157	Bacteria
UniRef50_A0A3D4L231	Bacteria
UniRef50_A0A3D4M549	Bacteria
UniRef50_A0A3D4MFH0	Bacteria
UniRef50_A0A3D4MFH5	Bacteria
UniRef50_A0A3D4NAG9	Bacteria
UniRef50_A0A3D4PCE4	Bacteria
UniRef50_A0A3D4Q0L5	Bacteria
UniRef50_A0A3D4R7P2	Bacteria
UniRef50_A0A3D4SYF0	Bacteria
UniRef50_A0A3D4T9G7	Bacteria
UniRef50_A0A3D4T9G9	Bacteria
UniRef50_A0A3D4TBJ9	Bacteria
UniRef50_A0A3D4TDJ7	Bacteria
UniRef50_A0A3D4TGJ5	Bacteria
UniRef50_A0A3D4TYV5	Bacteria
UniRef50_A0A3D4UIN9	Bacteria
UniRef50_A0A3D4UPQ3	Bacteria
UniRef50_A0A3D4UQ89	Bacteria
UniRef50_A0A3D4UQK9	Bacteria
UniRef50_A0A3D4UQR7	Bacteria
UniRef50_A0A3D4UR03	Bacteria
UniRef50_A0A3D4URP4	Bacteria
UniRef50_A0A3D4UU37	Bacteria
UniRef50_A0A3D4UU52	Bacteria
UniRef50_A0A3D4UVR2	Bacteria
UniRef50_A0A3D4UWJ8	Bacteria
UniRef50_A0A3D4UXW1	Bacteria
UniRef50_A0A3D4UXX3	Bacteria
UniRef50_A0A3D4UY67	Bacteria
UniRef50_A0A3D4UYX2	Bacteria
UniRef50_A0A3D4UYY0	Bacteria
UniRef50_A0A3D4UZ97	Bacteria
UniRef50_A0A3D4UZE6	Bacteria
UniRef50_A0A3D4UZM8	Bacteria
UniRef50_A0A3D4UZV1	Bacteria
UniRef50_A0A3D4V0B6	Bacteria
UniRef50_A0A3D4V0H6	Bacteria
UniRef50_A0A3D4V0S9	Bacteria
UniRef50_A0A3D4V0Y9	Bacteria
UniRef50_A0A3D4V109	Bacteria
UniRef50_A0A3D4V1M0	Bacteria
UniRef50_A0A3D4V308	Bacteria
UniRef50_A0A3D4V330	Bacteria
UniRef50_A0A3D4VRI4	Bacteria
UniRef50_A0A3D4WLA9	Bacteria
UniRef50_A0A3D4X1P2	Bacteria
UniRef50_A0A3D4X3H0	Bacteria
UniRef50_A0A3D4Y9U8	Bacteria
UniRef50_A0A3D4Z1U3	Bacteria
UniRef50_A0A3D4Z4A4	Bacteria
UniRef50_A0A3D4Z4J7	Bacteria
UniRef50_A0A3D4Z783	Bacteria
UniRef50_A0A3D4ZWE0	Bacteria
UniRef50_A0A3D5A372	Bacteria
UniRef50_A0A3D5AGN5	Bacteria
UniRef50_A0A3D5BE48	Bacteria
UniRef50_A0A3D5BGI8	Bacteria
UniRef50_A0A3D5D4T2	Bacteria
UniRef50_A0A3D5DJ23	Bacteria
UniRef50_A0A3D5DZ82	Bacteria
UniRef50_A0A3D5E1U7	Bacteria
UniRef50_A0A3D5E2E3	Bacteria
UniRef50_A0A3D5E6E6	Bacteria
UniRef50_A0A3D5ECZ4	Bacteria
UniRef50_A0A3D5EGZ1	Bacteria
UniRef50_A0A3D5HM48	Bacteria
UniRef50_A0A3D5HSH3	Bacteria
UniRef50_A0A3D5HT72	Bacteria
UniRef50_A0A3D5I054	Bacteria
UniRef50_A0A3D5I0U6	Bacteria
UniRef50_A0A3D5I2I1	Bacteria
UniRef50_A0A3D5J8D0	Bacteria
UniRef50_A0A3D5JEE0	Bacteria
UniRef50_A0A3D5K1F6	Bacteria
UniRef50_A0A3D5KSI2	Bacteria
UniRef50_A0A3D5KU46	Bacteria
UniRef50_A0A3D5MQC8	Bacteria
UniRef50_A0A3D5NAM7	Bacteria
UniRef50_A0A3D5P1L9	Bacteria
UniRef50_A0A3D5Q018	Bacteria
UniRef50_A0A3D5R542	Bacteria
UniRef50_A0A3D5RKS5	Bacteria
UniRef50_A0A3D5RW29	Bacteria
UniRef50_A0A3D5RXJ8	Bacteria
UniRef50_A0A3D5RZ56	Bacteria
UniRef50_A0A3D5S692	Bacteria
UniRef50_A0A3D5S6Z7	Bacteria
UniRef50_A0A3D5S755	Bacteria
UniRef50_A0A3D5SLI3	Bacteria
UniRef50_A0A3D5TJT2	Bacteria
UniRef50_A0A3D5V029	Bacteria
UniRef50_A0A3D5VA98	Bacteria
UniRef50_A0A3D5WKT6	Bacteria
UniRef50_A0A3D5X514	Bacteria
UniRef50_A0A3D5X9A6	Bacteria
UniRef50_A0A3D5XQE0	Bacteria
UniRef50_A0A3D5XTJ8	Bacteria
UniRef50_A0A3D5YVK2	Bacteria
UniRef50_A0A3D5YVQ4	Bacteria
UniRef50_A0A3D5YWF5	Bacteria
UniRef50_A0A3D5ZD63	Bacteria
UniRef50_A0A3D5ZJ85	Bacteria
UniRef50_A0A3D5ZKM9	Bacteria
UniRef50_A0A3D6A5F2	Bacteria
UniRef50_A0A3D6B215	Bacteria
UniRef50_A0A3D6B6I3	Bacteria
UniRef50_A0A3D6BFP4	Bacteria
UniRef50_A0A3D6BPJ7	Bacteria
UniRef50_A0A3D6BWL1	Bacteria
UniRef50_A0A3D6C7W3	Bacteria
UniRef50_A0A3D6CED4	Bacteria
UniRef50_A0A3D6CUZ9	Bacteria
UniRef50_A0A3D6DW15	Bacteria
UniRef50_A0A3D6E2Y8	Bacteria
UniRef50_A0A3D6EC63	Bacteria
UniRef50_A0A3D6ERP2	Bacteria
UniRef50_A0A3D6ET93	Bacteria
UniRef50_A0A3D6EVW4	Bacteria
UniRef50_A0A3D8J1K1	Bacteria
UniRef50_A0A3D8J829	Bacteria
UniRef50_A0A3D8P5H3	Bacteria
UniRef50_A0A3D8P5H7	Bacteria
UniRef50_A0A3D8UNS6	Bacteria
UniRef50_A0A3D8VLL4	Bacteria
UniRef50_A0A3D8Y8G7	Bacteria
UniRef50_A0A3D8YFP0	Bacteria
UniRef50_A0A3D9BU16	Bacteria
UniRef50_A0A3D9E5M6	Bacteria
UniRef50_A0A3D9EYQ0	Bacteria
UniRef50_A0A3D9HH11	Bacteria
UniRef50_A0A3D9HVU9	Bacteria
UniRef50_A0A3D9L1V0	Bacteria
UniRef50_A0A3D9L534	Bacteria
UniRef50_A0A3D9L5Z3	Bacteria
UniRef50_A0A3D9L767	Bacteria
UniRef50_A0A3D9L7M8	Bacteria
UniRef50_A0A3D9UVP9	Bacteria
UniRef50_A0A3D9XNB5	Bacteria
UniRef50_A0A3D9XPL7	Bacteria
UniRef50_A0A3D9XRM5	Bacteria
UniRef50_A0A3E0A3N7	Bacteria
UniRef50_A0A3E0AB79	Bacteria
UniRef50_A0A3E0BXM3	Bacteria
UniRef50_A0A3E0F6P5	Bacteria
UniRef50_A0A3E0HCY2	Bacteria
UniRef50_A0A3E0HFS8	Bacteria
UniRef50_A0A3E0KFX5	Bacteria
UniRef50_A0A3E0KHG7	Bacteria
UniRef50_A0A3E0KLR9	Bacteria
UniRef50_A0A3E0MQ53	Bacteria
UniRef50_A0A3E0MS99	Bacteria
UniRef50_A0A3E0MXZ9	Bacteria
UniRef50_A0A3E0N0U9	Bacteria
UniRef50_A0A3E0N1K7	Bacteria
UniRef50_A0A3E0N1T5	Bacteria
UniRef50_A0A3E0N2F0	Bacteria
UniRef50_A0A3E0N6D8	Bacteria
UniRef50_A0A3E0N7Z3	Bacteria
UniRef50_A0A3E0N8G9	Bacteria
UniRef50_A0A3E0NFP7	Bacteria
UniRef50_A0A3E0PPG8	Bacteria
UniRef50_A0A3E0Q0F6	Bacteria
UniRef50_A0A3E0Q2V1	Bacteria
UniRef50_A0A3E0Q6S2	Bacteria
UniRef50_A0A3E0Q834	Bacteria
UniRef50_A0A3E0QA78	Bacteria
UniRef50_A0A3E0QGK6	Bacteria
UniRef50_A0A3E0QIB7	Bacteria
