UP_id	tax_group
UniRef50_A0A0A7HDP3	Viruses
UniRef50_A0A0A7HEN8	Viruses
UniRef50_A0A0A7HF79	Bacteria
UniRef50_A0A0A7HN67	Bacteria
UniRef50_A0A0A7K8V8	Bacteria
UniRef50_A0A0A7KK12	Bacteria
UniRef50_A0A0A7KTS3	Bacteria
UniRef50_A0A0A7NNQ1	Viruses
UniRef50_A0A0A7NQP6	Viruses
UniRef50_A0A0A7PBP6	Bacteria
UniRef50_A0A0A7PBP9	Bacteria
UniRef50_A0A0A7PBU0	Bacteria
UniRef50_A0A0A7RH24	Bacteria
UniRef50_A0A0A7RPM7	Eukaryota
UniRef50_A0A0A7RWL2	Viruses
UniRef50_A0A0A7S277	Viruses
UniRef50_A0A0A7S2E8	Bacteria
UniRef50_A0A0A7S2P9	Viruses
UniRef50_A0A0A7S2X2	Bacteria
UniRef50_A0A0A7S348	Bacteria
UniRef50_A0A0A7TYD3	Viruses
UniRef50_A0A0A7U5G1	Eukaryota
UniRef50_A0A0A7UYN8	Archaea
UniRef50_A0A0A7V0I1	Archaea
UniRef50_A0A0A7V298	Archaea
UniRef50_A0A0A8B2R8	Bacteria
UniRef50_A0A0A8B3N9	Bacteria
UniRef50_A0A0A8EEU9	Bacteria
UniRef50_A0A0A8H0T3	Bacteria
UniRef50_A0A0A8HXK1	Bacteria
UniRef50_A0A0A8J9K3	Viruses
UniRef50_A0A0A8JL32	Bacteria
UniRef50_A0A0A8JLU3	Bacteria
UniRef50_A0A0A8JP19	Bacteria
UniRef50_A0A0A8JZ36	Bacteria
UniRef50_A0A0A8JZ65	Bacteria
UniRef50_A0A0A8K007	Bacteria
UniRef50_A0A0A8K0R8	Bacteria
UniRef50_A0A0A8K203	Bacteria
UniRef50_A0A0A8K2F5	Bacteria
UniRef50_A0A0A8K3B6	Bacteria
UniRef50_A0A0A8K5M0	Bacteria
UniRef50_A0A0A8K6L8	Bacteria
UniRef50_A0A0A8KXI4	Viruses
UniRef50_A0A0A8LBV3	Eukaryota
UniRef50_A0A0A8RGI6	Bacteria
UniRef50_A0A0A8RPW5	Bacteria
UniRef50_A0A0A8RSA1	Bacteria
UniRef50_A0A0A8RXE0	Bacteria
UniRef50_A0A0A8TU01	Bacteria
UniRef50_A0A0A8TV59	Bacteria
UniRef50_A0A0A8UPS9	Bacteria
UniRef50_A0A0A8UZX7	Bacteria
UniRef50_A0A0A8WME3	Bacteria
UniRef50_A0A0A8WPC2	Bacteria
UniRef50_A0A0A8WQQ5	Bacteria
UniRef50_A0A0A8X7P9	Bacteria
UniRef50_A0A0A8XGT2	Bacteria
UniRef50_A0A0A9BIC0	Eukaryota
UniRef50_A0A0A9CRE5	Eukaryota
UniRef50_A0A0A9DAV7	Eukaryota
UniRef50_A0A0A9F6R6	Eukaryota
UniRef50_A0A0A9FHY9	Eukaryota
UniRef50_A0A0A9FXY2	Eukaryota
UniRef50_A0A0A9G9I5	Eukaryota
UniRef50_A0A0A9HAK5	Eukaryota
UniRef50_A0A0A9JI07	Eukaryota
UniRef50_A0A0A9JRW1	Eukaryota
UniRef50_A0A0A9MRH9	Eukaryota
UniRef50_A0A0A9URS9	Eukaryota
UniRef50_A0A0A9VXY9	Eukaryota
UniRef50_A0A0A9W4K7	Eukaryota
UniRef50_A0A0A9W5P1	Eukaryota
