UP_id	tax_group
UniRef50_A0A656YQI2	Bacteria
UniRef50_A0A656YZQ4	Bacteria
UniRef50_A0A658G5R8	Bacteria
UniRef50_A0A658NQV0	Bacteria
UniRef50_A0A659ARM2	Bacteria
UniRef50_A0A659ASM8	Bacteria
UniRef50_A0A659UTS5	Bacteria
UniRef50_A0A659YIZ2	Bacteria
UniRef50_A0A660GBN2	Viruses
UniRef50_A0A660L8Z6	Bacteria
UniRef50_A0A660LAZ3	Bacteria
UniRef50_A0A660LHW5	Bacteria
UniRef50_A0A660LVV4	Bacteria
UniRef50_A0A660LY05	Bacteria
UniRef50_A0A660LYA9	Bacteria
UniRef50_A0A660P247	Bacteria
UniRef50_A0A660PFE7	Bacteria
UniRef50_A0A660PU07	Bacteria
UniRef50_A0A660PYK4	Bacteria
UniRef50_A0A660R495	Bacteria
UniRef50_A0A660SVW5	Bacteria
UniRef50_A0A660UN14	Bacteria
UniRef50_A0A660UVH0	Bacteria
UniRef50_A0A660VV80	Bacteria
UniRef50_A0A660W6J0	Bacteria
UniRef50_A0A660W842	Bacteria
UniRef50_A0A660WHN4	Bacteria
UniRef50_A0A660XGX3	Bacteria
UniRef50_A0A660YEY0	Bacteria
UniRef50_A0A660YP55	Bacteria
UniRef50_A0A660Z6D3	Bacteria
UniRef50_A0A660ZLZ1	Bacteria
UniRef50_A0A660ZYW9	Bacteria
UniRef50_A0A661A425	Bacteria
UniRef50_A0A661B4Q8	Bacteria
UniRef50_A0A661B7A1	Bacteria
UniRef50_A0A661BPI8	Bacteria
UniRef50_A0A661BVN2	Bacteria
UniRef50_A0A661C510	Bacteria
UniRef50_A0A661CD11	Bacteria
UniRef50_A0A661CG63	Bacteria
UniRef50_A0A661CGW5	Bacteria
UniRef50_A0A661CY90	Bacteria
UniRef50_A0A661D1R0	Bacteria
UniRef50_A0A661D876	Bacteria
UniRef50_A0A661DEE1	Bacteria
UniRef50_A0A661DG40	Bacteria
UniRef50_A0A661DHF3	Bacteria
UniRef50_A0A661DMH9	Bacteria
UniRef50_A0A661DP04	Bacteria
UniRef50_A0A661DSX2	Bacteria
UniRef50_A0A661DUP6	Bacteria
UniRef50_A0A661DVR5	Bacteria
UniRef50_A0A661E212	Bacteria
UniRef50_A0A661E8W4	Bacteria
UniRef50_A0A661E9G9	Bacteria
UniRef50_A0A661EAA8	Bacteria
UniRef50_A0A661EXX5	Bacteria
UniRef50_A0A661F1U7	Bacteria
UniRef50_A0A661FBT0	Bacteria
UniRef50_A0A661GPG7	Bacteria
UniRef50_A0A661GUM6	Bacteria
UniRef50_A0A661GVU7	Bacteria
UniRef50_A0A661HSS5	Bacteria
UniRef50_A0A661HWI5	Bacteria
UniRef50_A0A661IR88	Bacteria
UniRef50_A0A661J2N1	Bacteria
UniRef50_A0A661JF38	Bacteria
UniRef50_A0A661JYS7	Bacteria
UniRef50_A0A661MCV1	Bacteria
UniRef50_A0A661MNV6	Bacteria
UniRef50_A0A661MUJ7	Bacteria
UniRef50_A0A661NQR4	Bacteria
UniRef50_A0A661PLC4	Bacteria
UniRef50_A0A661PM78	Bacteria
UniRef50_A0A661PRR7	Bacteria
UniRef50_A0A661PWW5	Bacteria
UniRef50_A0A661PYK4	Bacteria
UniRef50_A0A661Q2P7	Bacteria
UniRef50_A0A661QFX1	Bacteria
UniRef50_A0A661R6U2	Bacteria
UniRef50_A0A661RJY6	Bacteria
UniRef50_A0A661RKS3	Bacteria
UniRef50_A0A661RN72	Bacteria
UniRef50_A0A661SY61	Bacteria
UniRef50_A0A661TJ67	Bacteria
UniRef50_A0A661TK22	Bacteria
UniRef50_A0A661TMC1	Bacteria
UniRef50_A0A661TRQ9	Bacteria
UniRef50_A0A661URM5	Bacteria
UniRef50_A0A661UYQ6	Bacteria
UniRef50_A0A661VCY1	Bacteria
UniRef50_A0A661VEB7	Bacteria
UniRef50_A0A661VEF9	Bacteria
UniRef50_A0A661WET3	Bacteria
UniRef50_A0A661WFT6	Bacteria
UniRef50_A0A661WIA5	Bacteria
UniRef50_A0A661XFC0	Bacteria
UniRef50_A0A661XP55	Bacteria
UniRef50_A0A661ZQI6	Bacteria
UniRef50_A0A661ZVI7	Bacteria
UniRef50_A0A662ALE0	Bacteria
UniRef50_A0A662AP05	Bacteria
UniRef50_A0A662ASU7	Bacteria
UniRef50_A0A662BB82	Bacteria
UniRef50_A0A662BBN1	Bacteria
UniRef50_A0A662BCG6	Bacteria
UniRef50_A0A662BFJ6	Bacteria
UniRef50_A0A662BKZ2	Bacteria
UniRef50_A0A662BKZ6	Bacteria
UniRef50_A0A662BNE8	Bacteria
UniRef50_A0A662BNJ8	Bacteria
UniRef50_A0A662C422	Bacteria
UniRef50_A0A662DW51	Bacteria
UniRef50_A0A662E0T3	Bacteria
UniRef50_A0A662EHP4	Bacteria
UniRef50_A0A662F6R1	Archaea
UniRef50_A0A662FEJ1	Archaea
UniRef50_A0A662GCR2	Archaea
UniRef50_A0A662J671	Archaea
UniRef50_A0A662M780	Archaea
UniRef50_A0A662M7L7	Archaea
UniRef50_A0A662M7T6	Archaea
UniRef50_A0A662MCR6	Archaea
UniRef50_A0A662NDD1	Archaea
UniRef50_A0A662P6U7	Archaea
UniRef50_A0A662PP01	Archaea
UniRef50_A0A662QVD6	Archaea
UniRef50_A0A662RAI6	Archaea
UniRef50_A0A662REK1	Archaea
UniRef50_A0A662RGJ8	Archaea
UniRef50_A0A662SDG4	Archaea
UniRef50_A0A662TE06	Archaea
UniRef50_A0A662TR24	Archaea
UniRef50_A0A662TZ64	Archaea
UniRef50_A0A662ULH9	Archaea
UniRef50_A0A662VGZ3	Archaea
UniRef50_A0A662YNC0	Eukaryota
UniRef50_A0A662Z0R1	Eukaryota
UniRef50_A0A665X9C5	Eukaryota
UniRef50_A0A667HR06	Eukaryota
UniRef50_A0A667XNG9	Eukaryota
UniRef50_A0A667YAF7	Eukaryota
UniRef50_A0A667Z0J5	Eukaryota
UniRef50_A0A669C3W7	Eukaryota
UniRef50_A0A669C5N0	Eukaryota
UniRef50_A0A669EGG8	Eukaryota
UniRef50_A0A670IGX9	Eukaryota
UniRef50_A0A671FHY8	Eukaryota
UniRef50_A0A671T3C1	Eukaryota
UniRef50_A0A671TMT3	Eukaryota
UniRef50_A0A672GMK5	Eukaryota
UniRef50_A0A672IG99	Eukaryota
UniRef50_A0A672MZ48	Eukaryota
UniRef50_A0A672PXI9	Eukaryota
UniRef50_A0A672SG14	Eukaryota
UniRef50_A0A672ZIL3	Eukaryota
UniRef50_A0A672ZJB6	Eukaryota
UniRef50_A0A673A6Q9	Eukaryota
UniRef50_A0A673B9Q4	Eukaryota
UniRef50_A0A673VLZ7	Eukaryota
UniRef50_A0A673W213	Eukaryota
UniRef50_A0A673W239	Eukaryota
UniRef50_A0A673W8S5	Eukaryota
UniRef50_A0A673WKC1	Eukaryota
UniRef50_A0A673ZLT7	Eukaryota
UniRef50_A0A673ZXJ4	Eukaryota
UniRef50_A0A674AE47	Eukaryota
UniRef50_A0A674AQZ4	Eukaryota
UniRef50_A0A674AYI1	Eukaryota
UniRef50_A0A674B1D2	Eukaryota
UniRef50_A0A674B1L0	Eukaryota
UniRef50_A0A674CT43	Eukaryota
UniRef50_A0A674DKY9	Eukaryota
UniRef50_A0A674G9T2	Eukaryota
UniRef50_A0A674K1H6	Eukaryota
UniRef50_A0A674NTQ6	Eukaryota
UniRef50_A0A674P2A0	Eukaryota
UniRef50_A0A674P5Q3	Eukaryota
UniRef50_A0A674PEB4	Eukaryota
UniRef50_A0A679DL52	Eukaryota
UniRef50_A0A679HFC0	Bacteria
UniRef50_A0A679IYS0	Bacteria
UniRef50_A0A679JKD8	Bacteria
UniRef50_A0A679JRX9	Bacteria
UniRef50_A0A679JU05	Bacteria
UniRef50_A0A679JUB9	Bacteria
UniRef50_A0A679JUJ6	Bacteria
UniRef50_A0A679JV89	Bacteria
UniRef50_A0A679K747	Bacteria
UniRef50_A0A699GEI6	Eukaryota
UniRef50_A0A699JG57	Eukaryota
UniRef50_A0A6A0H4X7	Eukaryota
UniRef50_A0A6A0IE81	Bacteria
UniRef50_A0A6A2FU30	Bacteria
UniRef50_A0A6A3Z686	Eukaryota
UniRef50_A0A6A4IPQ6	Eukaryota
UniRef50_A0A6A4J9M3	Eukaryota
UniRef50_A0A6A4JEJ9	Eukaryota
UniRef50_A0A6A4S5M2	Eukaryota
UniRef50_A0A6A4TWK9	Eukaryota
UniRef50_A0A6A4VH95	Eukaryota
UniRef50_A0A6A4WAA7	Eukaryota
UniRef50_A0A6A4WF09	Eukaryota
UniRef50_A0A6A4WNY8	Eukaryota
UniRef50_A0A6A5BVS6	Eukaryota
UniRef50_A0A6A5CBJ7	Eukaryota
UniRef50_A0A6A5FUT5	Eukaryota
UniRef50_A0A6A5KSJ1	Eukaryota
UniRef50_A0A6A5KT69	Eukaryota
UniRef50_A0A6A5KTQ7	Eukaryota
UniRef50_A0A6A5KZH8	Eukaryota
UniRef50_A0A6A5L335	Eukaryota
UniRef50_A0A6A5L370	Eukaryota
UniRef50_A0A6A5L3E4	Eukaryota
UniRef50_A0A6A5L3H3	Eukaryota
UniRef50_A0A6A5L5A4	Eukaryota
UniRef50_A0A6A5L5I7	Eukaryota
UniRef50_A0A6A5L737	Eukaryota
UniRef50_A0A6A5L7N1	Eukaryota
UniRef50_A0A6A5L969	Eukaryota
UniRef50_A0A6A5LC59	Eukaryota
UniRef50_A0A6A5LCR8	Eukaryota
UniRef50_A0A6A5QA62	Eukaryota
UniRef50_A0A6A6D4K6	Eukaryota
UniRef50_A0A6A6K077	Eukaryota
UniRef50_A0A6A7KA65	Bacteria
UniRef50_A0A6A7LPE0	Bacteria
UniRef50_A0A6A7LUD1	Bacteria
UniRef50_A0A6A7MG15	Bacteria
UniRef50_A0A6A7U3C6	Bacteria
UniRef50_A0A6A7VZR8	Bacteria
UniRef50_A0A6A8AG29	Bacteria
UniRef50_A0A6A8MUQ3	Bacteria
UniRef50_A0A6A8QG42	Bacteria
UniRef50_A0A6A8QJQ0	Bacteria
UniRef50_A0A6A8QNG2	Bacteria
UniRef50_A0A6A9T467	Archaea
UniRef50_A0A6B0YHV5	Bacteria
UniRef50_A0A6B1AVA2	Bacteria
UniRef50_A0A6B1BGW0	Bacteria
UniRef50_A0A6B1CN33	Bacteria
UniRef50_A0A6B1HU02	Bacteria
UniRef50_A0A6B2QYP6	Bacteria
UniRef50_A0A6B2VSC2	Bacteria
UniRef50_A0A6B3L754	Bacteria
UniRef50_A0A6B3MBZ6	Bacteria
UniRef50_A0A6B3MK48	Bacteria
UniRef50_A0A6B3NHG2	Bacteria
UniRef50_A0A6B7K6A5	Viruses
UniRef50_A0A6B7SEB8	Viruses
UniRef50_A0A6B9FHJ4	Bacteria
UniRef50_A0A6B9IZU1	Viruses
UniRef50_A0A6B9J1H5	Viruses
UniRef50_A0A6B9J3F9	Viruses
UniRef50_A0A6B9J576	Viruses
UniRef50_A0A6B9J6A6	Viruses
UniRef50_A0A6B9LLB1	Viruses
UniRef50_A0A6B9Q6A2	Bacteria
UniRef50_A0A6B9SUP8	Viruses
UniRef50_A0A6B9SZD1	Viruses
UniRef50_A0A6B9Z530	Bacteria
UniRef50_A0A6C0AED8	unclassified
UniRef50_A0A6C0AGX9	unclassified
UniRef50_A0A6C0AI11	unclassified
UniRef50_A0A6C0AI92	unclassified
UniRef50_A0A6C0AJ12	unclassified
UniRef50_A0A6C0AJD8	unclassified
UniRef50_A0A6C0AJL5	unclassified
UniRef50_A0A6C0AJP1	unclassified
UniRef50_A0A6C0APJ8	unclassified
UniRef50_A0A6C0AQ94	unclassified
UniRef50_A0A6C0AQC3	unclassified
UniRef50_A0A6C0AQD6	unclassified
UniRef50_A0A6C0AQI3	unclassified
UniRef50_A0A6C0AQK4	unclassified
UniRef50_A0A6C0AQS9	unclassified
UniRef50_A0A6C0AQV3	unclassified
UniRef50_A0A6C0AQZ2	unclassified
UniRef50_A0A6C0AR80	unclassified
UniRef50_A0A6C0AR85	unclassified
UniRef50_A0A6C0ARE8	unclassified
UniRef50_A0A6C0ARM4	unclassified
UniRef50_A0A6C0ARX2	unclassified
UniRef50_A0A6C0ASK9	unclassified
UniRef50_A0A6C0ASW2	unclassified
UniRef50_A0A6C0AUK3	unclassified
UniRef50_A0A6C0AW32	unclassified
UniRef50_A0A6C0AY77	unclassified
UniRef50_A0A6C0AYP7	unclassified
UniRef50_A0A6C0AZH7	unclassified
UniRef50_A0A6C0B093	unclassified
UniRef50_A0A6C0B0D5	unclassified
UniRef50_A0A6C0B0Q9	unclassified
UniRef50_A0A6C0B227	unclassified
UniRef50_A0A6C0B2S5	unclassified
UniRef50_A0A6C0B4L8	unclassified
UniRef50_A0A6C0B4Y8	unclassified
UniRef50_A0A6C0B4Z8	unclassified
UniRef50_A0A6C0B504	unclassified
UniRef50_A0A6C0B5A1	unclassified
UniRef50_A0A6C0B5C3	unclassified
UniRef50_A0A6C0B5Z5	unclassified
UniRef50_A0A6C0B692	unclassified
UniRef50_A0A6C0B6G6	unclassified
UniRef50_A0A6C0B6H7	unclassified
UniRef50_A0A6C0B6P3	unclassified
UniRef50_A0A6C0B6Z7	unclassified
UniRef50_A0A6C0B8Y2	unclassified
UniRef50_A0A6C0B8Z0	unclassified
UniRef50_A0A6C0B9U8	unclassified
UniRef50_A0A6C0BBD9	unclassified
UniRef50_A0A6C0BCF8	unclassified
UniRef50_A0A6C0BE15	unclassified
UniRef50_A0A6C0BE66	unclassified
UniRef50_A0A6C0BG10	unclassified
UniRef50_A0A6C0BG19	unclassified
UniRef50_A0A6C0BG32	unclassified
UniRef50_A0A6C0BG74	unclassified
UniRef50_A0A6C0BGK2	unclassified
UniRef50_A0A6C0BHG1	unclassified
UniRef50_A0A6C0BHG9	unclassified
UniRef50_A0A6C0BHH1	unclassified
UniRef50_A0A6C0BHW4	unclassified
UniRef50_A0A6C0BHW8	unclassified
UniRef50_A0A6C0BI65	unclassified
UniRef50_A0A6C0BI83	unclassified
UniRef50_A0A6C0BI91	unclassified
UniRef50_A0A6C0BJC2	unclassified
UniRef50_A0A6C0BL10	unclassified
UniRef50_A0A6C0BM35	unclassified
UniRef50_A0A6C0BM58	unclassified
UniRef50_A0A6C0BM91	unclassified
UniRef50_A0A6C0BVA7	unclassified
UniRef50_A0A6C0BVR1	unclassified
UniRef50_A0A6C0BXG4	unclassified
UniRef50_A0A6C0BXL1	unclassified
UniRef50_A0A6C0C0B0	unclassified
UniRef50_A0A6C0C117	unclassified
UniRef50_A0A6C0C381	unclassified
UniRef50_A0A6C0C4S2	unclassified
UniRef50_A0A6C0C555	unclassified
UniRef50_A0A6C0C5F2	unclassified
UniRef50_A0A6C0C6H2	unclassified
UniRef50_A0A6C0CFE9	unclassified
UniRef50_A0A6C0CG82	unclassified
UniRef50_A0A6C0CGY2	unclassified
UniRef50_A0A6C0CH00	unclassified
UniRef50_A0A6C0CHI3	unclassified
UniRef50_A0A6C0CHY6	unclassified
UniRef50_A0A6C0CIM0	unclassified
UniRef50_A0A6C0CTC5	unclassified
UniRef50_A0A6C0CTY2	unclassified
UniRef50_A0A6C0CTZ0	unclassified
UniRef50_A0A6C0CVK0	unclassified
UniRef50_A0A6C0CVN2	unclassified
UniRef50_A0A6C0CY87	unclassified
UniRef50_A0A6C0CYZ2	unclassified
UniRef50_A0A6C0CZ54	unclassified
UniRef50_A0A6C0CZI9	unclassified
UniRef50_A0A6C0D123	unclassified
UniRef50_A0A6C0D1E3	unclassified
UniRef50_A0A6C0D1Q0	unclassified
UniRef50_A0A6C0D2Y7	unclassified
UniRef50_A0A6C0D385	unclassified
UniRef50_A0A6C0D9Y6	unclassified
UniRef50_A0A6C0DA50	unclassified
UniRef50_A0A6C0DAX5	unclassified
UniRef50_A0A6C0DB38	unclassified
UniRef50_A0A6C0DBI8	unclassified
UniRef50_A0A6C0DBJ3	unclassified
UniRef50_A0A6C0DBW4	unclassified
UniRef50_A0A6C0DCJ5	unclassified
UniRef50_A0A6C0DCQ7	unclassified
UniRef50_A0A6C0DDA5	unclassified
UniRef50_A0A6C0DDY5	unclassified
UniRef50_A0A6C0DDZ3	unclassified
UniRef50_A0A6C0DEM9	unclassified
UniRef50_A0A6C0DEW3	unclassified
UniRef50_A0A6C0DFJ9	unclassified
UniRef50_A0A6C0DFP9	unclassified
UniRef50_A0A6C0DHJ0	unclassified
UniRef50_A0A6C0DJ27	unclassified
UniRef50_A0A6C0DJ55	unclassified
UniRef50_A0A6C0DJF0	unclassified
UniRef50_A0A6C0DJF7	unclassified
UniRef50_A0A6C0DJY3	unclassified
UniRef50_A0A6C0DL01	unclassified
UniRef50_A0A6C0DLG0	unclassified
UniRef50_A0A6C0DNY1	unclassified
UniRef50_A0A6C0DPB3	unclassified
UniRef50_A0A6C0DPC3	unclassified
UniRef50_A0A6C0DQM0	unclassified
UniRef50_A0A6C0DRH1	unclassified
UniRef50_A0A6C0DRP7	unclassified
UniRef50_A0A6C0DS56	unclassified
UniRef50_A0A6C0DSF7	unclassified
UniRef50_A0A6C0DTC2	unclassified
UniRef50_A0A6C0DTF6	unclassified
UniRef50_A0A6C0DTM4	unclassified
UniRef50_A0A6C0DTP6	unclassified
UniRef50_A0A6C0DTQ3	unclassified
UniRef50_A0A6C0DUG2	unclassified
UniRef50_A0A6C0DVG2	unclassified
UniRef50_A0A6C0DVL6	unclassified
UniRef50_A0A6C0DVQ1	unclassified
UniRef50_A0A6C0DW76	unclassified
UniRef50_A0A6C0DX09	unclassified
UniRef50_A0A6C0DXL8	unclassified
UniRef50_A0A6C0DXS0	unclassified
UniRef50_A0A6C0DYA6	unclassified
UniRef50_A0A6C0DYT7	unclassified
UniRef50_A0A6C0DZP1	unclassified
UniRef50_A0A6C0DZX2	unclassified
UniRef50_A0A6C0E1R9	unclassified
UniRef50_A0A6C0E2Q6	unclassified
UniRef50_A0A6C0E2U2	unclassified
UniRef50_A0A6C0E2V0	unclassified
UniRef50_A0A6C0E3P6	unclassified
UniRef50_A0A6C0E4N5	unclassified
UniRef50_A0A6C0E545	unclassified
UniRef50_A0A6C0E5A1	unclassified
UniRef50_A0A6C0E5G8	unclassified
UniRef50_A0A6C0E5I4	unclassified
UniRef50_A0A6C0E5Q0	unclassified
UniRef50_A0A6C0E6Q4	unclassified
UniRef50_A0A6C0E7U2	unclassified
UniRef50_A0A6C0E7Z4	unclassified
UniRef50_A0A6C0E9L3	unclassified
UniRef50_A0A6C0EAH3	unclassified
UniRef50_A0A6C0EC63	unclassified
UniRef50_A0A6C0ECF2	unclassified
UniRef50_A0A6C0ECG4	unclassified
UniRef50_A0A6C0EDJ0	unclassified
UniRef50_A0A6C0EDZ9	unclassified
UniRef50_A0A6C0EG58	unclassified
UniRef50_A0A6C0EGK3	unclassified
UniRef50_A0A6C0EH48	unclassified
UniRef50_A0A6C0EHD8	unclassified
UniRef50_A0A6C0EID8	unclassified
UniRef50_A0A6C0EIU1	unclassified
UniRef50_A0A6C0EK85	unclassified
UniRef50_A0A6C0EKU4	unclassified
UniRef50_A0A6C0ELU8	unclassified
UniRef50_A0A6C0EPR3	unclassified
UniRef50_A0A6C0EPV6	unclassified
UniRef50_A0A6C0EPX0	unclassified
UniRef50_A0A6C0EPZ5	unclassified
UniRef50_A0A6C0EQ24	unclassified
UniRef50_A0A6C0EQN7	unclassified
UniRef50_A0A6C0ER26	unclassified
UniRef50_A0A6C0ER56	unclassified
UniRef50_A0A6C0ES81	unclassified
UniRef50_A0A6C0ESZ8	unclassified
UniRef50_A0A6C0ETZ7	unclassified
UniRef50_A0A6C0EU34	unclassified
UniRef50_A0A6C0EUE9	unclassified
UniRef50_A0A6C0EUF4	unclassified
UniRef50_A0A6C0EUQ1	unclassified
UniRef50_A0A6C0EUZ1	unclassified
UniRef50_A0A6C0EV76	unclassified
UniRef50_A0A6C0EVC7	unclassified
UniRef50_A0A6C0EVG0	unclassified
UniRef50_A0A6C0EVU0	unclassified
UniRef50_A0A6C0EW66	unclassified
UniRef50_A0A6C0EWC1	unclassified
UniRef50_A0A6C0EWJ0	unclassified
