UP_id	tax_group
UniRef50_A0A1H6MF35	Bacteria
UniRef50_A0A1H6PUB7	Bacteria
UniRef50_A0A1H6QED3	Bacteria
UniRef50_A0A1H6S680	Bacteria
UniRef50_A0A1H6V1D4	Bacteria
UniRef50_A0A1H6WKQ6	Bacteria
UniRef50_A0A1H7CQE6	Bacteria
UniRef50_A0A1H7GEA7	Bacteria
UniRef50_A0A1H7GLR0	Bacteria
UniRef50_A0A1H7I9J1	Bacteria
UniRef50_A0A1H7KI98	Bacteria
UniRef50_A0A1H7NS39	Bacteria
UniRef50_A0A1H7V8T0	Bacteria
UniRef50_A0A1H7VR05	Bacteria
UniRef50_A0A1H7WHP4	Bacteria
UniRef50_A0A1H7XBZ0	Bacteria
UniRef50_A0A1H8A152	Bacteria
UniRef50_A0A1H8AGR0	Bacteria
UniRef50_A0A1H8D540	Bacteria
UniRef50_A0A1H8EHG5	Bacteria
UniRef50_A0A1H8FDN5	Bacteria
UniRef50_A0A1H8FXF2	Bacteria
UniRef50_A0A1H8HCV0	Bacteria
UniRef50_A0A1H8IDS9	Bacteria
UniRef50_A0A1H8IGF2	Bacteria
UniRef50_A0A1H8IHT9	Bacteria
UniRef50_A0A1H8IJ62	Bacteria
UniRef50_A0A1H8IJJ7	Bacteria
UniRef50_A0A1H8IUQ8	Bacteria
UniRef50_A0A1H8K1U2	Bacteria
UniRef50_A0A1H8M0S1	Bacteria
UniRef50_A0A1H8NFW8	Bacteria
UniRef50_A0A1H8P5A5	Bacteria
UniRef50_A0A1H8QAM5	Bacteria
UniRef50_A0A1H8XL41	Bacteria
UniRef50_A0A1H8Y839	Bacteria
UniRef50_A0A1H8YH35	Bacteria
UniRef50_A0A1H8YNJ8	Bacteria
UniRef50_A0A1H9BN56	Bacteria
UniRef50_A0A1H9GH40	Bacteria
UniRef50_A0A1H9I0Y8	Bacteria
UniRef50_A0A1H9IAS4	Bacteria
UniRef50_A0A1H9N642	Bacteria
UniRef50_A0A1H9PW84	Bacteria
UniRef50_A0A1H9WJX7	Bacteria
UniRef50_A0A1H9Y9L6	Bacteria
UniRef50_A0A1I0E842	Bacteria
UniRef50_A0A1I0EGG9	Bacteria
UniRef50_A0A1I0HQT9	Bacteria
UniRef50_A0A1I0JA19	Bacteria
UniRef50_A0A1I0K9H5	Bacteria
UniRef50_A0A1I0KMM1	Bacteria
UniRef50_A0A1I0RCG4	Bacteria
UniRef50_A0A1I0RTB7	Bacteria
UniRef50_A0A1I0SGQ7	Bacteria
UniRef50_A0A1I0TEY4	Bacteria
UniRef50_A0A1I0U9V2	Bacteria
UniRef50_A0A1I0VJD5	Bacteria
UniRef50_A0A1I0XNL8	Bacteria
UniRef50_A0A1I1CGG0	Bacteria
UniRef50_A0A1I1DK36	Bacteria
UniRef50_A0A1I1DTC4	Bacteria
UniRef50_A0A1I1HNZ9	Bacteria
UniRef50_A0A1I1I6Z8	Bacteria
UniRef50_A0A1I1JRU0	Bacteria
UniRef50_A0A1I1LDB7	Bacteria
UniRef50_A0A1I1LN27	Bacteria
UniRef50_A0A1I1LWH4	Bacteria
UniRef50_A0A1I1N2H4	Bacteria
UniRef50_A0A1I1NNL4	Bacteria
UniRef50_A0A1I1P0A7	Bacteria
UniRef50_A0A1I1P6T0	Bacteria
UniRef50_A0A1I1PVD3	Bacteria
UniRef50_A0A1I1PYX2	Bacteria
UniRef50_A0A1I1Q4S1	Bacteria
UniRef50_A0A1I1R9P5	Bacteria
UniRef50_A0A1I1WG52	Bacteria
UniRef50_A0A1I2AH21	Bacteria
UniRef50_A0A1I2AQ63	Bacteria
UniRef50_A0A1I2BD37	Bacteria
UniRef50_A0A1I2EKL4	Bacteria
UniRef50_A0A1I2IN33	Bacteria
UniRef50_A0A1I2IU16	Bacteria
UniRef50_A0A1I2IUN8	Bacteria
UniRef50_A0A1I2JY96	Bacteria
UniRef50_A0A1I2NBI7	Archaea
UniRef50_A0A1I2P215	Bacteria
UniRef50_A0A1I2PNM7	Bacteria
UniRef50_A0A1I2USF1	Bacteria
UniRef50_A0A1I2ZRN2	Bacteria
UniRef50_A0A1I3DCB1	Bacteria
UniRef50_A0A1I3EFN2	Bacteria
UniRef50_A0A1I3FAC0	Bacteria
UniRef50_A0A1I3FWQ6	Bacteria
UniRef50_A0A1I3HK91	Bacteria
UniRef50_A0A1I3KC83	Bacteria
UniRef50_A0A1I3L5E7	Bacteria
UniRef50_A0A1I3LM14	Bacteria
UniRef50_A0A1I3M1H0	Bacteria
UniRef50_A0A1I3N5J6	Bacteria
UniRef50_A0A1I3NT98	Bacteria
UniRef50_A0A1I3QII5	Bacteria
UniRef50_A0A1I3RS21	Bacteria
UniRef50_A0A1I3RVV1	Bacteria
UniRef50_A0A1I3T7K0	Bacteria
UniRef50_A0A1I3XB75	Bacteria
UniRef50_A0A1I3XK28	Bacteria
UniRef50_A0A1I4C1K3	Bacteria
UniRef50_A0A1I4C2N3	Bacteria
UniRef50_A0A1I4FHP2	Bacteria
UniRef50_A0A1I4FJB3	Bacteria
UniRef50_A0A1I4FMX9	Bacteria
UniRef50_A0A1I4GW93	Bacteria
UniRef50_A0A1I4H0V1	Bacteria
UniRef50_A0A1I4MXJ5	Bacteria
UniRef50_A0A1I4NBT4	Bacteria
UniRef50_A0A1I4NIL9	Bacteria
UniRef50_A0A1I4P1M4	Bacteria
UniRef50_A0A1I4PFR5	Bacteria
UniRef50_A0A1I4Q5Z3	Bacteria
UniRef50_A0A1I4RWX4	Bacteria
UniRef50_A0A1I4TID2	Bacteria
UniRef50_A0A1I4V7S8	Bacteria
UniRef50_A0A1I5A0T2	Bacteria
UniRef50_A0A1I5ADI5	Bacteria
UniRef50_A0A1I5E3U0	Bacteria
UniRef50_A0A1I5EM32	Bacteria
UniRef50_A0A1I5ESF0	Bacteria
UniRef50_A0A1I5JPN1	Bacteria
UniRef50_A0A1I5L0N2	Bacteria
UniRef50_A0A1I5MJT4	Bacteria
UniRef50_A0A1I5Q1E7	Bacteria
UniRef50_A0A1I5RP02	Bacteria
UniRef50_A0A1I5TWG2	Bacteria
UniRef50_A0A1I5U517	Bacteria
UniRef50_A0A1I5VLK1	Bacteria
UniRef50_A0A1I5XGQ6	Bacteria
UniRef50_A0A1I5YZ26	Bacteria
UniRef50_A0A1I6EC20	Bacteria
UniRef50_A0A1I6EC77	Bacteria
UniRef50_A0A1I6FJR7	Bacteria
UniRef50_A0A1I6FY86	Bacteria
UniRef50_A0A1I6GE58	Bacteria
UniRef50_A0A1I6JU41	Bacteria
UniRef50_A0A1I6K2F5	Bacteria
UniRef50_A0A1I6QSW1	Bacteria
UniRef50_A0A1I6T7Y0	Bacteria
UniRef50_A0A1I6TP87	Bacteria
UniRef50_A0A1I6VYT1	Bacteria
UniRef50_A0A1I6X577	Bacteria
UniRef50_A0A1I6YF30	Bacteria
UniRef50_A0A1I6ZTE9	Bacteria
UniRef50_A0A1I7B402	Bacteria
UniRef50_A0A1I7BK24	Bacteria
UniRef50_A0A1I7FCT3	Bacteria
UniRef50_A0A1I7GMK9	Bacteria
UniRef50_A0A1I7I3P8	Bacteria
UniRef50_A0A1I7IQH1	Bacteria
UniRef50_A0A1I7J956	Bacteria
UniRef50_A0A1I7JWC1	Bacteria
UniRef50_A0A1I7LFG1	Bacteria
