UP_id	tax_group
UniRef50_A0A0N0Z3J7	Bacteria
UniRef50_A0A0N0ZWG2	Bacteria
UniRef50_A0A0N1B9X5	Bacteria
UniRef50_A0A0N1BCP3	Bacteria
UniRef50_A0A0N1BCR1	Bacteria
UniRef50_A0A0N1BGW0	Bacteria
UniRef50_A0A0N1BMG7	Bacteria
UniRef50_A0A0N1BRZ7	Bacteria
UniRef50_A0A0N1DSN0	Bacteria
UniRef50_A0A0N1DU03	Bacteria
UniRef50_A0A0N1EL40	Bacteria
UniRef50_A0A0N1F313	Bacteria
UniRef50_A0A0N1KGU3	Bacteria
UniRef50_A0A0N1LCT9	Bacteria
UniRef50_A0A0N1MG51	Bacteria
UniRef50_A0A0N1MUQ5	Bacteria
UniRef50_A0A0N1PID0	Eukaryota
UniRef50_A0A0N4T4P9	Eukaryota
UniRef50_A0A0N4T914	Eukaryota
UniRef50_A0A0N4TTK8	Eukaryota
UniRef50_A0A0N4YUM3	Eukaryota
UniRef50_A0A0N4Z459	Eukaryota
UniRef50_A0A0N4Z5N2	Eukaryota
UniRef50_A0A0N4ZLE8	Eukaryota
UniRef50_A0A0N5D4I8	Eukaryota
UniRef50_A0A0N7CDW5	Viruses
UniRef50_A0A0N7CEA3	Viruses
UniRef50_A0A0N7CFM7	Viruses
UniRef50_A0A0N7HVL4	Viruses
UniRef50_A0A0N7IEC1	Bacteria
UniRef50_A0A0N7JA07	Bacteria
UniRef50_A0A0N8GJP1	Bacteria
UniRef50_A0A0N8GMY5	Bacteria
UniRef50_A0A0N8KCE7	Bacteria
UniRef50_A0A0N8NSU8	Bacteria
UniRef50_A0A0N8PGP9	Bacteria
UniRef50_A0A0N8PRZ7	Bacteria
UniRef50_A0A0N8PSW5	Bacteria
UniRef50_A0A0N8PT67	Bacteria
UniRef50_A0A0N8QWY4	Bacteria
UniRef50_A0A0N9BDN0	Viruses
UniRef50_A0A0N9HXP1	Bacteria
UniRef50_A0A0N9I3L8	Bacteria
UniRef50_A0A0N9MU86	Viruses
UniRef50_A0A0N9QWY4	Viruses
UniRef50_A0A0N9RQZ8	Viruses
UniRef50_A0A0N9RUZ5	Viruses
UniRef50_A0A0N9VF20	Bacteria
UniRef50_A0A0P0CZW7	Bacteria
UniRef50_A0A0P0EFI6	Bacteria
UniRef50_A0A0P0EHI1	Bacteria
UniRef50_A0A0P0F7I3	Bacteria
UniRef50_A0A0P0F934	Bacteria
UniRef50_A0A0P0FCJ0	Bacteria
UniRef50_A0A0P0GGM6	Bacteria
UniRef50_A0A0P0I8C9	Viruses
UniRef50_A0A0P0ICV0	Viruses
UniRef50_A0A0P0LJU1	Bacteria
UniRef50_A0A0P0LXG5	Bacteria
UniRef50_A0A0P0M7I6	Bacteria
UniRef50_A0A0P0M9L0	Bacteria
UniRef50_A0A0P0MHX6	Bacteria
UniRef50_A0A0P0RDN3	Bacteria
UniRef50_A0A0P0USU6	Bacteria
UniRef50_A0A0P0YLP4	Viruses
UniRef50_A0A0P0YLS5	Viruses
UniRef50_A0A0P0YM01	Viruses
UniRef50_A0A0P0YM16	Viruses
UniRef50_A0A0P0YMD0	Viruses
UniRef50_A0A0P0YMH4	Viruses
UniRef50_A0A0P0YMI5	Viruses
UniRef50_A0A0P0YMJ6	Viruses
UniRef50_A0A0P0YMK6	Viruses
UniRef50_A0A0P0YMP6	Viruses
UniRef50_A0A0P0YMT0	Viruses
UniRef50_A0A0P0YMW1	Viruses
UniRef50_A0A0P0YMW4	Viruses
UniRef50_A0A0P0YN07	Viruses
UniRef50_A0A0P0YN74	Viruses
UniRef50_A0A0P0YN99	Viruses
UniRef50_A0A0P0YNC5	Viruses
UniRef50_A0A0P0YNG9	Viruses
UniRef50_A0A0P0YNH2	Viruses
UniRef50_A0A0P0YNK7	Viruses
UniRef50_A0A0P0YNM4	Viruses
UniRef50_A0A0P0YNM6	Viruses
UniRef50_A0A0P0YNM8	Viruses
UniRef50_A0A0P0YNQ5	Viruses
UniRef50_A0A0P0YXD8	Bacteria
UniRef50_A0A0P1E868	Bacteria
UniRef50_A0A0P1F5Y1	Bacteria
UniRef50_A0A0P1FF51	Bacteria
UniRef50_A0A0P1FFZ4	Bacteria
UniRef50_A0A0P1G247	Bacteria
UniRef50_A0A0P1G4A2	Bacteria
UniRef50_A0A0P1GK84	Bacteria
UniRef50_A0A0P1GP93	Bacteria
UniRef50_A0A0P1GWE6	Bacteria
UniRef50_A0A0P1H3Y7	Bacteria
UniRef50_A0A0P1H8G9	Bacteria
UniRef50_A0A0P1I0V3	Bacteria
UniRef50_A0A0P1IEI7	Bacteria
UniRef50_A0A0P1KL86	Viruses
UniRef50_A0A0P1LZS1	Bacteria
UniRef50_A0A0P4R6B1	Bacteria
UniRef50_A0A0P4VL16	Eukaryota
UniRef50_A0A0P4VXS2	Eukaryota
UniRef50_A0A0P4WND4	Eukaryota
UniRef50_A0A0P5JLU0	Eukaryota
UniRef50_A0A0P6W1P1	Bacteria
UniRef50_A0A0P6W5G3	Bacteria
UniRef50_A0A0P6WT35	Bacteria
UniRef50_A0A0P6WT45	Bacteria
UniRef50_A0A0P6WUA7	Bacteria
UniRef50_A0A0P6WZJ6	Bacteria
UniRef50_A0A0P6X0J6	Bacteria
UniRef50_A0A0P6X594	Bacteria
UniRef50_A0A0P6X956	Bacteria
UniRef50_A0A0P6XIY3	Bacteria
UniRef50_A0A0P6Y2R5	Bacteria
UniRef50_A0A0P6YJU6	Bacteria
UniRef50_A0A0P7AYL6	Bacteria
UniRef50_A0A0P7CEB8	Bacteria
UniRef50_A0A0P7E6N7	Bacteria
