UP_id	tax_group
UniRef50_A0A538IE01	Bacteria
UniRef50_A0A538JJR6	Bacteria
UniRef50_A0A538MBS2	Bacteria
UniRef50_A0A538NEV7	Bacteria
UniRef50_A0A538NGI4	Bacteria
UniRef50_A0A538NYY1	Bacteria
UniRef50_A0A538PBF3	Bacteria
UniRef50_A0A538PE31	Bacteria
UniRef50_A0A538QEP6	Bacteria
UniRef50_A0A538RQ39	Bacteria
UniRef50_A0A538RWN2	Bacteria
UniRef50_A0A538S1W0	Bacteria
UniRef50_A0A538S9Z4	Bacteria
UniRef50_A0A538UDX1	Bacteria
UniRef50_A0A539DBY8	Bacteria
UniRef50_A0A539DUS2	Bacteria
UniRef50_A0A539EA67	Bacteria
UniRef50_A0A540V0S8	Bacteria
UniRef50_A0A540V322	Bacteria
UniRef50_A0A540VET6	Bacteria
UniRef50_A0A540VNV2	Bacteria
UniRef50_A0A540VRI4	Bacteria
UniRef50_A0A542LV45	Bacteria
UniRef50_A0A542MC89	Bacteria
UniRef50_A0A542PVX0	Bacteria
UniRef50_A0A542XK26	Bacteria
UniRef50_A0A543CLE9	Bacteria
UniRef50_A0A543G4Z2	Bacteria
UniRef50_A0A543NXJ7	Bacteria
UniRef50_A0A543QG82	Bacteria
UniRef50_A0A544C512	Bacteria
UniRef50_A0A544VD01	Bacteria
UniRef50_A0A544ZLX8	Bacteria
UniRef50_A0A544ZRG2	Eukaryota
UniRef50_A0A545SBV0	Bacteria
UniRef50_A0A545TBJ2	Bacteria
UniRef50_A0A545TSW2	Bacteria
UniRef50_A0A545TT83	Bacteria
UniRef50_A0A545TU72	Bacteria
UniRef50_A0A545TU78	Bacteria
UniRef50_A0A545U456	Bacteria
UniRef50_A0A545UBQ0	Bacteria
UniRef50_A0A545ZBW3	Bacteria
UniRef50_A0A547EBE2	Bacteria
UniRef50_A0A547NPE4	Bacteria
UniRef50_A0A552JEP8	Bacteria
UniRef50_A0A552UV61	Bacteria
UniRef50_A0A553AEZ7	Bacteria
UniRef50_A0A553BSK0	Bacteria
UniRef50_A0A553DQB7	Bacteria
UniRef50_A0A553FZ96	Bacteria
UniRef50_A0A553GFL9	Bacteria
UniRef50_A0A553GPU2	Bacteria
UniRef50_A0A553GST8	Bacteria
UniRef50_A0A553KDH3	Bacteria
UniRef50_A0A553LAQ6	Bacteria
UniRef50_A0A553NSB6	Eukaryota
UniRef50_A0A553R3A3	Eukaryota
UniRef50_A0A553WIT8	Bacteria
UniRef50_A0A554I7U4	Bacteria
UniRef50_A0A554ICH4	Bacteria
UniRef50_A0A554IEM3	Bacteria
UniRef50_A0A554IRF6	Bacteria
UniRef50_A0A554J8V0	Bacteria
UniRef50_A0A554JAE8	Bacteria
UniRef50_A0A554JJT3	Bacteria
UniRef50_A0A554K1Z6	Bacteria
UniRef50_A0A554K7C3	Bacteria
UniRef50_A0A554KDS3	Bacteria
UniRef50_A0A554KEV5	Bacteria
UniRef50_A0A554KMZ0	Bacteria
UniRef50_A0A554KRF6	Bacteria
UniRef50_A0A554L1F6	Bacteria
UniRef50_A0A554LF60	Bacteria
UniRef50_A0A554MC19	Bacteria
UniRef50_A0A554MCK4	Bacteria
UniRef50_A0A554MEZ9	Bacteria
UniRef50_A0A554MIJ8	Bacteria
UniRef50_A0A554U5C5	Bacteria
UniRef50_A0A554VAS4	Bacteria
UniRef50_A0A554VE50	Bacteria
UniRef50_A0A554VKB5	Bacteria
UniRef50_A0A554VRN0	Bacteria
UniRef50_A0A556MRR0	Bacteria
UniRef50_A0A556QN61	Bacteria
UniRef50_A0A557QLQ8	Bacteria
UniRef50_A0A557QZ49	Bacteria
UniRef50_A0A557RLF5	Bacteria
