UP_id	tax_group
UniRef50_A0A6P2ALS9	Bacteria
UniRef50_A0A6P2AMM5	Bacteria
UniRef50_A0A6P2ANP5	Bacteria
UniRef50_A0A6P2CYB6	Bacteria
UniRef50_A0A6P2D1C3	Bacteria
UniRef50_A0A6P2D3P2	Bacteria
UniRef50_A0A6P2D6E7	Bacteria
UniRef50_A0A6P2D9G9	Bacteria
UniRef50_A0A6P2DNU2	Bacteria
UniRef50_A0A6P2E5Q6	Bacteria
UniRef50_A0A6P2FGJ7	Bacteria
UniRef50_A0A6P2NRP3	Bacteria
UniRef50_A0A6P2Z8S1	Bacteria
UniRef50_A0A6P3V9F6	Eukaryota
UniRef50_A0A6P3X0K2	Eukaryota
UniRef50_A0A6P4G681	Eukaryota
UniRef50_A0A6P4JVI1	Eukaryota
UniRef50_A0A6P4YF58	Eukaryota
UniRef50_A0A6P4YIL6	Eukaryota
UniRef50_A0A6P4Z1B2	Eukaryota
UniRef50_A0A6P4Z3U1	Eukaryota
UniRef50_A0A6P4Z8M3	Eukaryota
UniRef50_A0A6P4ZK05	Eukaryota
UniRef50_A0A6P4ZPP5	Eukaryota
UniRef50_A0A6P4ZXN7	Eukaryota
UniRef50_A0A6P5A6T2	Eukaryota
UniRef50_A0A6P5AF75	Eukaryota
UniRef50_A0A6P5AXC7	Eukaryota
UniRef50_A0A6P5T0I6	Eukaryota
UniRef50_A0A6P5Y5R8	Eukaryota
UniRef50_A0A6P6MJ28	Eukaryota
UniRef50_A0A6P6XPG9	Eukaryota
UniRef50_A0A6P6Y8F9	Eukaryota
UniRef50_A0A6P6YN73	Eukaryota
UniRef50_A0A6P7GZV8	Eukaryota
UniRef50_A0A6P7I8X9	Eukaryota
UniRef50_A0A6P7S9P7	Eukaryota
UniRef50_A0A6P7SKP6	Eukaryota
UniRef50_A0A6P7SMU2	Eukaryota
UniRef50_A0A6P7TEF2	Eukaryota
UniRef50_A0A6P7TNA8	Eukaryota
UniRef50_A0A6P7U025	Eukaryota
UniRef50_A0A6P7VEP3	Eukaryota
UniRef50_A0A6P7VUR2	Eukaryota
UniRef50_A0A6P7VVX9	Eukaryota
UniRef50_A0A6P7VX38	Eukaryota
UniRef50_A0A6P7WAU9	Eukaryota
UniRef50_A0A6P7YXD9	Eukaryota
UniRef50_A0A6P8FQ06	Eukaryota
UniRef50_A0A6P8GI81	Eukaryota
UniRef50_A0A6P8GWD2	Eukaryota
UniRef50_A0A6P8HNT6	Eukaryota
UniRef50_A0A6P8HVM6	Eukaryota
UniRef50_A0A6P8HZM8	Eukaryota
UniRef50_A0A6P8I1N5	Eukaryota
UniRef50_A0A6P8I6T6	Eukaryota
UniRef50_A0A6P8I7V3	Eukaryota
UniRef50_A0A6P8IEZ0	Eukaryota
UniRef50_A0A6P8IFM6	Eukaryota
UniRef50_A0A6P8IT77	Eukaryota
UniRef50_A0A6P8IX26	Eukaryota
UniRef50_A0A6P8J567	Eukaryota
UniRef50_A0A6P8JBY6	Eukaryota
UniRef50_A0A6P8NX82	Eukaryota
UniRef50_A0A6P8S986	Eukaryota
UniRef50_A0A6P8SQI7	Eukaryota
UniRef50_A0A6P8V1T1	Eukaryota
UniRef50_A0A6P8VN68	Eukaryota
UniRef50_A0A6P8WMT3	Eukaryota
UniRef50_A0A6P8XW64	Eukaryota
UniRef50_A0A6P8Z2U0	Eukaryota
UniRef50_A0A6P8ZBR1	Eukaryota
UniRef50_A0A6P8ZMP2	Eukaryota
UniRef50_A0A6P8ZU56	Eukaryota
UniRef50_A0A6P8ZZK8	Eukaryota
UniRef50_A0A6Q2WQN8	Eukaryota
UniRef50_A0A6Q2WUF8	Eukaryota
UniRef50_A0A6Q2X0M9	Eukaryota
UniRef50_A0A6Q2Y484	Eukaryota
UniRef50_A0A6Q2YRY4	Eukaryota
UniRef50_A0A6Q2Z0I4	Eukaryota
UniRef50_A0A6Q2Z817	Eukaryota
UniRef50_A0A6S4P9J4	Viruses
UniRef50_A0A6S4PA65	Viruses
UniRef50_A0A6S4PAC4	Viruses
UniRef50_A0A6S4PAE7	Viruses
UniRef50_A0A6S4PAJ4	Viruses
UniRef50_A0A6S4PD20	Viruses
UniRef50_A0A6S4PLY2	Viruses
UniRef50_A0A6S4PMB6	Viruses
UniRef50_A0A6S4QPJ9	Bacteria
UniRef50_A0A6S5JWN1	Bacteria
UniRef50_A0A6S5TCN5	Bacteria
UniRef50_A0A6S6QG02	Bacteria
UniRef50_A0A6S6QM92	Bacteria
UniRef50_A0A6S6QMS9	Bacteria
UniRef50_A0A6S6SJX9	Bacteria
UniRef50_A0A6S6SSN8	Bacteria
UniRef50_A0A6S6SYL2	Bacteria
UniRef50_A0A6S6T1H0	Bacteria
UniRef50_A0A6S6U153	Bacteria
UniRef50_A0A6S6UL19	Bacteria
UniRef50_A0A6S6WNF3	Bacteria
UniRef50_A0A6S6WV11	Bacteria
UniRef50_A0A6S7B134	Bacteria
