UP_id	tax_group
UniRef50_A0A4Q3NZ95	Bacteria
UniRef50_A0A4Q3PJ79	Bacteria
UniRef50_A0A4Q3Q3D7	Bacteria
UniRef50_A0A4Q3RT05	Bacteria
UniRef50_A0A4Q3RXR7	Bacteria
UniRef50_A0A4Q3SB87	Bacteria
UniRef50_A0A4Q3TU61	Bacteria
UniRef50_A0A4Q3UT03	Bacteria
UniRef50_A0A4Q3UY09	Bacteria
UniRef50_A0A4Q3UZ06	Bacteria
UniRef50_A0A4Q3VGQ4	Bacteria
UniRef50_A0A4Q3VNA9	Bacteria
UniRef50_A0A4Q3VNB1	Bacteria
UniRef50_A0A4Q3VYH7	Bacteria
UniRef50_A0A4Q3WER8	Bacteria
UniRef50_A0A4Q3WEZ1	Bacteria
UniRef50_A0A4Q3WHF9	Bacteria
UniRef50_A0A4Q3WWG6	Bacteria
UniRef50_A0A4Q3XG19	Bacteria
UniRef50_A0A4Q3YII1	Bacteria
UniRef50_A0A4Q3YJ44	Bacteria
UniRef50_A0A4Q4AXM2	Bacteria
UniRef50_A0A4Q4AZK5	Bacteria
UniRef50_A0A4Q4BQJ0	Bacteria
UniRef50_A0A4Q4J8X4	Bacteria
UniRef50_A0A4Q4NAR9	Eukaryota
UniRef50_A0A4Q4XLE4	Eukaryota
UniRef50_A0A4Q5K6E4	Bacteria
UniRef50_A0A4Q5NE43	Bacteria
UniRef50_A0A4Q5NGY3	Bacteria
UniRef50_A0A4Q5NRU3	Bacteria
UniRef50_A0A4Q5NSH7	Bacteria
UniRef50_A0A4Q5QMM1	Bacteria
UniRef50_A0A4Q5RBY5	Bacteria
UniRef50_A0A4Q5TEX4	Bacteria
UniRef50_A0A4Q5TXU9	Bacteria
UniRef50_A0A4Q5UJP2	Bacteria
UniRef50_A0A4Q5UMS3	Bacteria
UniRef50_A0A4Q5UW31	Bacteria
UniRef50_A0A4Q5UWD7	Bacteria
UniRef50_A0A4Q5W8K2	Bacteria
UniRef50_A0A4Q5XJX1	Bacteria
UniRef50_A0A4Q5YR02	Bacteria
UniRef50_A0A4Q5Z321	Bacteria
UniRef50_A0A4Q5Z661	Bacteria
UniRef50_A0A4Q5ZG92	Bacteria
UniRef50_A0A4Q6AGZ4	Bacteria
UniRef50_A0A4Q6AYW1	Bacteria
UniRef50_A0A4Q6BZU0	Bacteria
UniRef50_A0A4Q6CUD4	Bacteria
UniRef50_A0A4Q6D5Z6	Bacteria
UniRef50_A0A4Q6DBH7	Bacteria
UniRef50_A0A4Q6DK07	Bacteria
UniRef50_A0A4Q6DPH1	Bacteria
UniRef50_A0A4Q6DZP0	Bacteria
UniRef50_A0A4Q6EBX2	Bacteria
UniRef50_A0A4Q6F4J8	Bacteria
UniRef50_A0A4Q6JDN4	Bacteria
UniRef50_A0A4Q7DIU1	Bacteria
UniRef50_A0A4Q7DKS5	Bacteria
UniRef50_A0A4Q7L6Z7	Bacteria
UniRef50_A0A4Q7TIL6	Bacteria
UniRef50_A0A4Q7VKA1	Bacteria
UniRef50_A0A4Q7YGY3	Bacteria
UniRef50_A0A4Q7YHY5	Bacteria
UniRef50_A0A4Q8M5B8	Bacteria
UniRef50_A0A4Q8MAJ8	Bacteria
UniRef50_A0A4Q8MAS9	Bacteria
UniRef50_A0A4Q8R392	Bacteria
UniRef50_A0A4Q8RVP4	Bacteria
UniRef50_A0A4Q9HXY3	Bacteria
UniRef50_A0A4Q9KUM8	Eukaryota
UniRef50_A0A4Q9TIB5	Bacteria
UniRef50_A0A4Q9TR84	Bacteria
UniRef50_A0A4Q9XLR7	Bacteria
UniRef50_A0A4R0FC34	Bacteria
UniRef50_A0A4R0FCH2	Bacteria
UniRef50_A0A4R0I074	Bacteria
UniRef50_A0A4R0PCF0	Bacteria
UniRef50_A0A4R0PDC7	Bacteria
UniRef50_A0A4R0QX78	Bacteria
UniRef50_A0A4R1AD05	Bacteria
UniRef50_A0A4R1AF85	Bacteria
UniRef50_A0A4R1ASK1	Bacteria
UniRef50_A0A4R1K506	Bacteria
UniRef50_A0A4R1LS82	Bacteria
UniRef50_A0A4R1NR19	Bacteria
UniRef50_A0A4R1Q255	Bacteria
UniRef50_A0A4R1UJE8	Bacteria
UniRef50_A0A4R1V5Z3	Bacteria
UniRef50_A0A4R1WE42	Bacteria
UniRef50_A0A4R1X3C4	Bacteria
UniRef50_A0A4R1X9P0	Bacteria
UniRef50_A0A4R2BZR0	Bacteria
UniRef50_A0A4R2CGN0	Bacteria
UniRef50_A0A4R2DCZ0	Bacteria
UniRef50_A0A4R2EE68	Bacteria
UniRef50_A0A4R2G8P7	Bacteria
UniRef50_A0A4R2GGX2	Bacteria
UniRef50_A0A4R2GRB4	Bacteria
UniRef50_A0A4R2LHI8	Bacteria
UniRef50_A0A4R2P5R0	Bacteria
UniRef50_A0A4R2P8Q8	Bacteria
UniRef50_A0A4R2PNK1	Bacteria
UniRef50_A0A4R2PZ50	Bacteria
UniRef50_A0A4R2QAT6	Bacteria
UniRef50_A0A4R2XPX1	Bacteria
UniRef50_A0A4R3A961	Bacteria
UniRef50_A0A4R3DZ15	Bacteria
UniRef50_A0A4R3E0U3	Bacteria
UniRef50_A0A4R3I9Z9	Bacteria
UniRef50_A0A4R3LRI9	Bacteria
UniRef50_A0A4R4D096	Bacteria
UniRef50_A0A4R4D6S0	Bacteria
UniRef50_A0A4R4F789	Bacteria
UniRef50_A0A4R4G3E4	Bacteria
UniRef50_A0A4R4IKQ6	Bacteria
UniRef50_A0A4R4K9Y6	Bacteria
UniRef50_A0A4R4SAD5	Bacteria
UniRef50_A0A4R4X8A5	Bacteria
UniRef50_A0A4R5AUT3	Bacteria
UniRef50_A0A4R5BYG5	Bacteria
UniRef50_A0A4R5C6E9	Bacteria
UniRef50_A0A4R5D023	Bacteria
UniRef50_A0A4R5FLL5	Bacteria
UniRef50_A0A4R5FLP6	Bacteria
UniRef50_A0A4R5HF20	Bacteria
UniRef50_A0A4R5KPN1	Bacteria
UniRef50_A0A4R5MG67	Bacteria
UniRef50_A0A4R5UMN7	Bacteria
UniRef50_A0A4R6FI32	Bacteria
UniRef50_A0A4R6IIU2	Bacteria
UniRef50_A0A4R6IZX4	Bacteria
UniRef50_A0A4R6RNA9	Bacteria
UniRef50_A0A4R6U6Z3	Bacteria
UniRef50_A0A4R6WHC7	Bacteria
UniRef50_A0A4R6WL96	Bacteria
UniRef50_A0A4R6WLD1	Bacteria
UniRef50_A0A4R6XRG3	Bacteria
UniRef50_A0A4R7BD99	Bacteria
UniRef50_A0A4R7BWR2	Bacteria
UniRef50_A0A4R7HWP1	Bacteria
UniRef50_A0A4R7HZX7	Bacteria
UniRef50_A0A4R7IS88	Bacteria
UniRef50_A0A4R7J445	Bacteria
UniRef50_A0A4R7LJ13	Bacteria
UniRef50_A0A4R7LKJ0	Bacteria
UniRef50_A0A4R7NYG0	Bacteria
UniRef50_A0A4R7RMD0	Bacteria
UniRef50_A0A4R7ZSS1	Bacteria
UniRef50_A0A4R8DSA9	Bacteria
UniRef50_A0A4R8FGB6	Bacteria
UniRef50_A0A4R8G3Z1	Bacteria
UniRef50_A0A4R8GAF7	Bacteria
UniRef50_A0A4R9A468	Bacteria
UniRef50_A0A4R9M9X4	Bacteria
UniRef50_A0A4R9Q4F3	Bacteria
UniRef50_A0A4R9QRF4	Bacteria
UniRef50_A0A4R9WVW0	Bacteria
UniRef50_A0A4S0UK72	Bacteria
UniRef50_A0A4S1M7G3	Bacteria
UniRef50_A0A4S2B049	Bacteria
UniRef50_A0A4S2D1C3	Bacteria
UniRef50_A0A4S2FXN2	Bacteria
UniRef50_A0A4S2HEC8	Bacteria
UniRef50_A0A4S2KQV8	Eukaryota
UniRef50_A0A4S2L2B3	Eukaryota
UniRef50_A0A4S4FN93	Bacteria
UniRef50_A0A4S4KL48	Eukaryota
UniRef50_A0A4S4N605	Bacteria
UniRef50_A0A4S5JFW6	Bacteria
UniRef50_A0A4S8HGR9	Bacteria
UniRef50_A0A4S8HMR0	Bacteria
UniRef50_A0A4S8IIZ2	Eukaryota
UniRef50_A0A4T0B0L1	Eukaryota
UniRef50_A0A4T0UYS1	Bacteria
UniRef50_A0A4T0V139	Bacteria
UniRef50_A0A4T2BTC1	Bacteria
UniRef50_A0A4T9WAG2	Bacteria
UniRef50_A0A4U0GXF8	Bacteria
UniRef50_A0A4U0QVR8	Bacteria
UniRef50_A0A4U0VE95	Eukaryota
UniRef50_A0A4U0W2D5	Eukaryota
UniRef50_A0A4U1BLY0	Bacteria
UniRef50_A0A4U1H8H8	Bacteria
UniRef50_A0A4U1H8P2	Bacteria
UniRef50_A0A4U1HU67	Bacteria
UniRef50_A0A4U1JPN6	Bacteria
UniRef50_A0A4U1LNI3	Bacteria
UniRef50_A0A4U2BEN3	Bacteria
UniRef50_A0A4U2KZX4	Bacteria
UniRef50_A0A4U2LE39	Bacteria
UniRef50_A0A4U2UJP9	Bacteria
UniRef50_A0A4U2YVI4	Bacteria
UniRef50_A0A4U3KX39	Bacteria
UniRef50_A0A4U5TUQ8	Eukaryota
UniRef50_A0A4U6PA09	Bacteria
UniRef50_A0A4U8YL37	Bacteria
UniRef50_A0A4U9UVF4	Bacteria
UniRef50_A0A4U9VPK4	Bacteria
UniRef50_A0A4U9WKT3	Bacteria
UniRef50_A0A4V0HTL2	Bacteria
UniRef50_A0A4V0HUI6	Bacteria
UniRef50_A0A4V0HWH6	Bacteria
UniRef50_A0A4V0HYV9	Bacteria
UniRef50_A0A4V0I7N6	Bacteria
UniRef50_A0A4V0IJ72	Bacteria
UniRef50_A0A4V0XC88	Bacteria
UniRef50_A0A4V0XN94	Bacteria
UniRef50_A0A4V0XQ09	Bacteria
UniRef50_A0A4V0Z9R6	Bacteria
UniRef50_A0A4V1D4B9	Bacteria
UniRef50_A0A4V1DFI3	Bacteria
UniRef50_A0A4V1DZK1	Bacteria
UniRef50_A0A4V1EZW3	Viruses
UniRef50_A0A4V1F5I0	Viruses
UniRef50_A0A4V1IQQ0	Eukaryota
UniRef50_A0A4V1IR18	Eukaryota
UniRef50_A0A4V1N0G6	Bacteria
UniRef50_A0A4V1QLB6	Bacteria
UniRef50_A0A4V1RWN5	Bacteria
UniRef50_A0A4V1S3D7	Bacteria
UniRef50_A0A4V1SBU3	Bacteria
UniRef50_A0A4V1SMR5	Bacteria
UniRef50_A0A4V1SY14	Bacteria
UniRef50_A0A4V1T2C2	Bacteria
UniRef50_A0A4V1TKE1	Bacteria
UniRef50_A0A4V1UEB6	Bacteria
UniRef50_A0A4V1UGB2	Bacteria
UniRef50_A0A4V1UVT2	Bacteria
UniRef50_A0A4V1VB71	Bacteria
UniRef50_A0A4V2A7H6	Bacteria
UniRef50_A0A4V2A8X3	Bacteria
UniRef50_A0A4V2AHL4	Bacteria
UniRef50_A0A4V2HU15	Bacteria
UniRef50_A0A4V2NSL2	Bacteria
UniRef50_A0A4V2NWJ7	Bacteria
UniRef50_A0A4V2US76	Bacteria
UniRef50_A0A4V2VPM4	Bacteria
UniRef50_A0A4V2Y137	Bacteria
UniRef50_A0A4V3CCN0	Bacteria
UniRef50_A0A4V3CW32	Bacteria
UniRef50_A0A4V3DJG5	Bacteria
UniRef50_A0A4V3J8L8	Bacteria
UniRef50_A0A4V3KXP0	Bacteria
UniRef50_A0A4V3Z1Z9	Bacteria
UniRef50_A0A4V6MKQ9	Bacteria
UniRef50_A0A4V6NK08	Bacteria
UniRef50_A0A4V6NSF3	Bacteria
UniRef50_A0A4W2FD22	Eukaryota
UniRef50_A0A4W2I0H5	Eukaryota
UniRef50_A0A4W3GRB3	Eukaryota
UniRef50_A0A4W3H2U0	Eukaryota
UniRef50_A0A4W3HI80	Eukaryota
UniRef50_A0A4W3HIR1	Eukaryota
UniRef50_A0A4W3K7P5	Eukaryota
UniRef50_A0A4W4G9G9	Eukaryota
UniRef50_A0A4W4GAI0	Eukaryota
UniRef50_A0A4W4GW94	Eukaryota
UniRef50_A0A4W4HBF8	Eukaryota
UniRef50_A0A4W4HBY1	Eukaryota
UniRef50_A0A4W4HMC1	Eukaryota
UniRef50_A0A4W5L8Y3	Eukaryota
UniRef50_A0A4W5NB99	Eukaryota
UniRef50_A0A4W5PHJ1	Eukaryota
UniRef50_A0A4W5PVH2	Eukaryota
UniRef50_A0A4W6E2W5	Eukaryota
UniRef50_A0A4X1TKB7	Eukaryota
